size,sizeUSD,spreadBps,priceImpactBps,grossProfit,totalCosts,netProfit,netProfitBps,profitable
20000,20000.00,261.1,1.3,522.1010,120.7033,401.3977,200.7,true
40000,40000.00,171.2,1.9,684.8072,243.6095,441.1977,110.3,true
80000,80000.00,209.0,2.7,1672.1648,493.4863,1178.6786,147.3,true
5000,5000.00,395.2,0.7,197.6185,29.8554,167.7631,335.5,true
10000,10000.00,49.8,0.9,49.8342,59.9687,-10.1345,-10.1,false
20000,20000.00,233.2,1.3,466.3922,120.7033,345.6889,172.8,true
40000,40000.00,347.8,1.9,1391.1545,243.6095,1147.5450,286.9,true
80000,80000.00,313.8,2.7,2510.1552,493.4863,2016.6689,252.1,true
5000,5000.00,140.7,0.7,70.3388,29.8554,40.4834,81.0,true
10000,10000.00,290.8,0.9,290.8302,59.9687,230.8615,230.9,true
20000,20000.00,292.0,1.3,583.9240,120.7033,463.2207,231.6,true
40000,40000.00,251.0,1.9,1003.8571,243.6095,760.2476,190.1,true
80000,80000.00,286.8,2.7,2294.0905,493.4863,1800.6042,225.1,true
5000,5000.00,209.4,0.7,104.6817,29.8554,74.8263,149.7,true
10000,10000.00,122.8,0.9,122.8250,59.9687,62.8563,62.9,false
20000,20000.00,204.1,1.3,408.2327,120.7033,287.5294,143.8,true
40000,40000.00,247.1,1.9,988.4204,243.6095,744.8109,186.2,true
80000,80000.00,107.8,2.7,862.1374,493.4863,368.6512,46.1,false
5000,5000.00,274.9,0.7,137.4585,29.8554,107.6031,215.2,true
10000,10000.00,345.4,0.9,345.3559,59.9687,285.3872,285.4,true
20000,20000.00,147.8,1.3,295.6833,120.7033,174.9800,87.5,true
40000,40000.00,190.5,1.9,761.8647,243.6095,518.2552,129.6,true
80000,80000.00,116.7,2.7,933.8459,493.4863,440.3596,55.0,false
5000,5000.00,246.0,0.7,123.0082,29.8554,93.1528,186.3,true
10000,10000.00,164.7,0.9,164.6693,59.9687,104.7007,104.7,true
20000,20000.00,113.4,1.3,226.8047,120.7033,106.1014,53.1,false
40000,40000.00,106.0,1.9,423.9529,243.6095,180.3434,45.1,false
80000,80000.00,173.9,2.7,1391.1001,493.4863,897.6139,112.2,true
5000,5000.00,290.4,0.7,145.2167,29.8554,115.3613,230.7,true
10000,10000.00,184.7,0.9,184.6798,59.9687,124.7111,124.7,true
20000,20000.00,194.0,1.3,387.9764,120.7033,267.2731,133.6,true
40000,40000.00,84.8,1.9,339.0200,243.6095,95.4105,23.9,false
80000,80000.00,165.6,2.7,1324.9878,493.4863,831.5016,103.9,true
5000,5000.00,75.7,0.7,37.8289,29.8554,7.9735,15.9,false
10000,10000.00,172.2,0.9,172.1683,59.9687,112.1996,112.2,true
20000,20000.00,155.6,1.3,311.1106,120.7033,190.4073,95.2,true
40000,40000.00,251.2,1.9,1004.7708,243.6095,761.1613,190.3,true
80000,80000.00,183.2,2.7,1465.2786,493.4863,971.7923,121.5,true
5000,5000.00,242.5,0.7,121.2739,29.8554,91.4185,182.8,true
10000,10000.00,104.5,0.9,104.5414,59.9687,44.5727,44.6,false
20000,20000.00,239.2,1.3,478.3465,120.7033,357.6432,178.8,true
40000,40000.00,131.9,1.9,527.7101,243.6095,284.1007,71.0,false
80000,80000.00,302.8,2.7,2422.7059,493.4863,1929.2197,241.2,true
5000,5000.00,314.5,0.7,157.2471,29.8554,127.3917,254.8,true
10000,10000.00,229.3,0.9,229.3020,59.9687,169.3334,169.3,true
20000,20000.00,210.3,1.3,420.6521,120.7033,299.9488,150.0,true
40000,40000.00,220.0,1.9,879.9603,243.6095,636.3508,159.1,true
80000,80000.00,198.1,2.7,1585.1271,493.4863,1091.6408,136.5,true
5000,5000.00,141.8,0.7,70.8981,29.8554,41.0427,82.1,true
10000,10000.00,283.9,0.9,283.9496,59.9687,223.9809,224.0,true
20000,20000.00,241.0,1.3,482.0278,120.7033,361.3245,180.7,true
40000,40000.00,213.3,1.9,853.2021,243.6095,609.5927,152.4,true
80000,80000.00,262.8,2.7,2102.7125,493.4863,1609.2263,201.2,true
5000,5000.00,252.5,0.7,126.2432,29.8554,96.3878,192.8,true
10000,10000.00,267.6,0.9,267.5662,59.9687,207.5975,207.6,true
20000,20000.00,284.7,1.3,569.3862,120.7033,448.6829,224.3,true
40000,40000.00,230.9,1.9,923.5827,243.6095,679.9733,170.0,true
80000,80000.00,179.7,2.7,1437.7906,493.4863,944.3044,118.0,true
5000,5000.00,274.4,0.7,137.2008,29.8554,107.3454,214.7,true
10000,10000.00,299.2,0.9,299.1923,59.9687,239.2236,239.2,true
20000,20000.00,312.8,1.3,625.6465,120.7033,504.9433,252.5,true
40000,40000.00,76.4,1.9,305.7622,243.6095,62.1528,15.5,false
80000,80000.00,225.4,2.7,1803.1973,493.4863,1309.7111,163.7,true
5000,5000.00,193.8,0.7,96.8991,29.8554,67.0436,134.1,true
10000,10000.00,89.7,0.9,89.7061,59.9687,29.7374,29.7,false
20000,20000.00,254.6,1.3,509.2492,120.7033,388.5459,194.3,true
40000,40000.00,236.3,1.9,945.0009,243.6095,701.3915,175.3,true
80000,80000.00,208.3,2.7,1666.4872,493.4863,1173.0009,146.6,true
5000,5000.00,115.5,0.7,57.7432,29.8554,27.8878,55.8,false
10000,10000.00,210.5,0.9,210.5224,59.9687,150.5537,150.6,true
20000,20000.00,98.3,1.3,196.5230,120.7033,75.8197,37.9,false
40000,40000.00,295.9,1.9,1183.6151,243.6095,940.0056,235.0,true
80000,80000.00,239.3,2.7,1914.4358,493.4863,1420.9496,177.6,true
5000,5000.00,145.6,0.7,72.7770,29.8554,42.9216,85.8,true
10000,10000.00,157.8,0.9,157.7774,59.9687,97.8087,97.8,true
20000,20000.00,166.3,1.3,332.5695,120.7033,211.8662,105.9,true
40000,40000.00,88.2,1.9,352.6143,243.6095,109.0048,27.3,false
80000,80000.00,258.8,2.7,2070.2782,493.4863,1576.7920,197.1,true
5000,5000.00,213.6,0.7,106.8164,29.8554,76.9610,153.9,true
10000,10000.00,37.2,0.9,37.2214,59.9687,-22.7473,-22.7,false
20000,20000.00,168.5,1.3,337.0572,120.7033,216.3539,108.2,true
40000,40000.00,213.8,1.9,855.3805,243.6095,611.7710,152.9,true
80000,80000.00,242.1,2.7,1937.0078,493.4863,1443.5215,180.4,true
5000,5000.00,131.7,0.7,65.8532,29.8554,35.9978,72.0,false
10000,10000.00,157.9,0.9,157.9135,59.9687,97.9449,97.9,true
20000,20000.00,299.8,1.3,599.5179,120.7033,478.8146,239.4,true
40000,40000.00,318.3,1.9,1273.0257,243.6095,1029.4162,257.4,true
80000,80000.00,149.2,2.7,1193.4206,493.4863,699.9343,87.5,true
5000,5000.00,176.9,0.7,88.4595,29.8554,58.6041,117.2,true
10000,10000.00,285.0,0.9,284.9838,59.9687,225.0151,225.0,true
20000,20000.00,137.1,1.3,274.2993,120.7033,153.5960,76.8,true
40000,40000.00,94.8,1.9,379.1619,243.6095,135.5524,33.9,false
80000,80000.00,63.9,2.7,511.3797,493.4863,17.8934,2.2,false
5000,5000.00,261.3,0.7,130.6700,29.8554,100.8146,201.6,true
10000,10000.00,187.3,0.9,187.3388,59.9687,127.3701,127.4,true
20000,20000.00,56.1,1.3,112.2412,120.7033,-8.4621,-4.2,false
40000,40000.00,287.2,1.9,1148.7724,243.6095,905.1629,226.3,true
80000,80000.00,130.8,2.7,1046.1145,493.4863,552.6282,69.1,false
5000,5000.00,202.2,0.7,101.1175,29.8554,71.2620,142.5,true
10000,10000.00,302.7,0.9,302.6518,59.9687,242.6831,242.7,true
20000,20000.00,183.5,1.3,366.9109,120.7033,246.2077,123.1,true
40000,40000.00,249.5,1.9,998.1737,243.6095,754.5643,188.6,true
80000,80000.00,200.8,2.7,1606.6184,493.4863,1113.1321,139.1,true
5000,5000.00,281.2,0.7,140.6136,29.8554,110.7582,221.5,true
10000,10000.00,153.1,0.9,153.1473,59.9687,93.1787,93.2,true
20000,20000.00,199.8,1.3,399.6627,120.7033,278.9595,139.5,true
40000,40000.00,207.4,1.9,829.6943,243.6095,586.0848,146.5,true
80000,80000.00,300.2,2.7,2401.5492,493.4863,1908.0630,238.5,true
5000,5000.00,158.2,0.7,79.0807,29.8554,49.2253,98.5,true
10000,10000.00,311.0,0.9,310.9738,59.9687,251.0051,251.0,true
20000,20000.00,95.2,1.3,190.4220,120.7033,69.7187,34.9,false
40000,40000.00,47.8,1.9,191.3690,243.6095,-52.2404,-13.1,false
80000,80000.00,249.3,2.7,1994.4118,493.4863,1500.9256,187.6,true
5000,5000.00,148.7,0.7,74.3540,29.8554,44.4986,89.0,true
10000,10000.00,242.0,0.9,241.9967,59.9687,182.0281,182.0,true
20000,20000.00,90.1,1.3,180.1143,120.7033,59.4111,29.7,false
40000,40000.00,253.6,1.9,1014.5863,243.6095,770.9769,192.7,true
80000,80000.00,302.2,2.7,2417.6138,493.4863,1924.1276,240.5,true
5000,5000.00,113.5,0.7,56.7299,29.8554,26.8745,53.7,false
10000,10000.00,246.4,0.9,246.4160,59.9687,186.4474,186.4,true
20000,20000.00,291.6,1.3,583.2568,120.7033,462.5535,231.3,true
40000,40000.00,79.5,1.9,318.1889,243.6095,74.5794,18.6,false
80000,80000.00,109.3,2.7,874.1030,493.4863,380.6167,47.6,false
5000,5000.00,90.4,0.7,45.1872,29.8554,15.3318,30.7,false
10000,10000.00,300.4,0.9,300.3740,59.9687,240.4053,240.4,true
20000,20000.00,311.3,1.3,622.5790,120.7033,501.8757,250.9,true
40000,40000.00,85.4,1.9,341.6639,243.6095,98.0544,24.5,false
80000,80000.00,159.9,2.7,1278.9950,493.4863,785.5087,98.2,true
5000,5000.00,145.7,0.7,72.8532,29.8554,42.9977,86.0,true
10000,10000.00,139.4,0.9,139.4382,59.9687,79.4695,79.5,true
20000,20000.00,160.5,1.3,320.9678,120.7033,200.2645,100.1,true
40000,40000.00,278.0,1.9,1111.8159,243.6095,868.2065,217.1,true
80000,80000.00,170.9,2.7,1367.5672,493.4863,874.0809,109.3,true
5000,5000.00,275.3,0.7,137.6422,29.8554,107.7868,215.6,true
10000,10000.00,166.7,0.9,166.7208,59.9687,106.7521,106.8,true
20000,20000.00,146.6,1.3,293.1811,120.7033,172.4778,86.2,true
40000,40000.00,225.8,1.9,903.2343,243.6095,659.6248,164.9,true
80000,80000.00,74.2,2.7,593.2560,493.4863,99.7697,12.5,false
5000,5000.00,381.7,0.7,190.8373,29.8554,160.9819,322.0,true
10000,10000.00,190.7,0.9,190.7475,59.9687,130.7788,130.8,true
20000,20000.00,305.2,1.3,610.4765,120.7033,489.7732,244.9,true
40000,40000.00,257.0,1.9,1028.1704,243.6095,784.5610,196.1,true
80000,80000.00,302.5,2.7,2420.2372,493.4863,1926.7509,240.8,true
5000,5000.00,183.5,0.7,91.7385,29.8554,61.8831,123.8,true
10000,10000.00,295.6,0.9,295.6221,59.9687,235.6534,235.7,true
20000,20000.00,181.4,1.3,362.7572,120.7033,242.0539,121.0,true
40000,40000.00,193.7,1.9,774.7585,243.6095,531.1491,132.8,true
80000,80000.00,193.9,2.7,1551.2613,493.4863,1057.7751,132.2,true
5000,5000.00,270.5,0.7,135.2391,29.8554,105.3837,210.8,true
10000,10000.00,215.1,0.9,215.1018,59.9687,155.1331,155.1,true
20000,20000.00,335.2,1.3,670.3463,120.7033,549.6430,274.8,true
40000,40000.00,194.5,1.9,777.8919,243.6095,534.2825,133.6,true
80000,80000.00,183.3,2.7,1466.1520,493.4863,972.6657,121.6,true
5000,5000.00,198.6,0.7,99.3062,29.8554,69.4507,138.9,true
10000,10000.00,35.1,0.9,35.0691,59.9687,-24.8996,-24.9,false
20000,20000.00,130.7,1.3,261.4852,120.7033,140.7819,70.4,false
40000,40000.00,234.1,1.9,936.4924,243.6095,692.8830,173.2,true
80000,80000.00,134.1,2.7,1072.8064,493.4863,579.3201,72.4,false
5000,5000.00,220.7,0.7,110.3338,29.8554,80.4784,161.0,true
10000,10000.00,317.9,0.9,317.9287,59.9687,257.9600,258.0,true
20000,20000.00,183.5,1.3,367.0208,120.7033,246.3175,123.2,true
40000,40000.00,383.6,1.9,1534.4513,243.6095,1290.8418,322.7,true
80000,80000.00,210.8,2.7,1686.2943,493.4863,1192.8081,149.1,true
5000,5000.00,204.6,0.7,102.3119,29.8554,72.4565,144.9,true
10000,10000.00,140.3,0.9,140.2695,59.9687,80.3008,80.3,true
20000,20000.00,203.1,1.3,406.2848,120.7033,285.5815,142.8,true
40000,40000.00,263.3,1.9,1053.0691,243.6095,809.4597,202.4,true
80000,80000.00,249.4,2.7,1995.5902,493.4863,1502.1040,187.8,true
5000,5000.00,198.4,0.7,99.1929,29.8554,69.3375,138.7,true
10000,10000.00,267.1,0.9,267.0944,59.9687,207.1257,207.1,true
20000,20000.00,179.5,1.3,358.9830,120.7033,238.2797,119.1,true
40000,40000.00,173.7,1.9,694.8124,243.6095,451.2029,112.8,true
80000,80000.00,340.2,2.7,2721.8831,493.4863,2228.3969,278.5,true
5000,5000.00,191.5,0.7,95.7321,29.8554,65.8766,131.8,true
10000,10000.00,239.5,0.9,239.4513,59.9687,179.4826,179.5,true
20000,20000.00,318.2,1.3,636.4668,120.7033,515.7635,257.9,true
40000,40000.00,81.9,1.9,327.6414,243.6095,84.0319,21.0,false
80000,80000.00,131.3,2.7,1050.3442,493.4863,556.8579,69.6,false
5000,5000.00,145.8,0.7,72.8823,29.8554,43.0269,86.1,true
10000,10000.00,235.4,0.9,235.3917,59.9687,175.4230,175.4,true
20000,20000.00,311.5,1.3,623.0220,120.7033,502.3188,251.2,true
40000,40000.00,135.9,1.9,543.5173,243.6095,299.9079,75.0,false
80000,80000.00,75.0,2.7,599.7284,493.4863,106.2422,13.3,false
5000,5000.00,141.4,0.7,70.7215,29.8554,40.8661,81.7,true
10000,10000.00,146.2,0.9,146.1553,59.9687,86.1866,86.2,true
20000,20000.00,123.8,1.3,247.5709,120.7033,126.8676,63.4,false
40000,40000.00,142.8,1.9,571.1238,243.6095,327.5143,81.9,true
80000,80000.00,198.8,2.7,1590.1109,493.4863,1096.6247,137.1,true
5000,5000.00,289.9,0.7,144.9323,29.8554,115.0769,230.2,true
10000,10000.00,253.8,0.9,253.8022,59.9687,193.8335,193.8,true
20000,20000.00,324.6,1.3,649.1451,120.7033,528.4419,264.2,true
40000,40000.00,224.7,1.9,898.8927,243.6095,655.2832,163.8,true
80000,80000.00,174.4,2.7,1395.2906,493.4863,901.8043,112.7,true
5000,5000.00,270.5,0.7,135.2723,29.8554,105.4169,210.8,true
10000,10000.00,269.3,0.9,269.2714,59.9687,209.3028,209.3,true
20000,20000.00,137.4,1.3,274.7883,120.7033,154.0850,77.0,true
40000,40000.00,199.0,1.9,796.0976,243.6095,552.4881,138.1,true
80000,80000.00,186.4,2.7,1490.8882,493.4863,997.4020,124.7,true
5000,5000.00,226.8,0.7,113.4197,29.8554,83.5643,167.1,true
10000,10000.00,263.1,0.9,263.0748,59.9687,203.1061,203.1,true
20000,20000.00,297.2,1.3,594.4991,120.7033,473.7959,236.9,true
40000,40000.00,255.7,1.9,1022.6083,243.6095,778.9989,194.7,true
80000,80000.00,187.5,2.7,1500.0808,493.4863,1006.5946,125.8,true
5000,5000.00,308.8,0.7,154.3830,29.8554,124.5276,249.1,true
10000,10000.00,254.9,0.9,254.8854,59.9687,194.9167,194.9,true
20000,20000.00,219.5,1.3,438.9981,120.7033,318.2949,159.1,true
40000,40000.00,175.1,1.9,700.3660,243.6095,456.7566,114.2,true
80000,80000.00,109.6,2.7,876.7377,493.4863,383.2514,47.9,false
5000,5000.00,228.1,0.7,114.0348,29.8554,84.1794,168.4,true
10000,10000.00,185.9,0.9,185.8701,59.9687,125.9014,125.9,true
20000,20000.00,178.2,1.3,356.3598,120.7033,235.6565,117.8,true
40000,40000.00,184.5,1.9,738.1193,243.6095,494.5099,123.6,true
80000,80000.00,250.6,2.7,2004.8503,493.4863,1511.3640,188.9,true
5000,5000.00,314.7,0.7,157.3274,29.8554,127.4720,254.9,true
10000,10000.00,332.5,0.9,332.5275,59.9687,272.5589,272.6,true
20000,20000.00,289.5,1.3,579.0960,120.7033,458.3927,229.2,true
40000,40000.00,272.1,1.9,1088.4327,243.6095,844.8233,211.2,true
80000,80000.00,191.7,2.7,1533.3738,493.4863,1039.8876,130.0,true
5000,5000.00,277.7,0.7,138.8532,29.8554,108.9978,218.0,true
10000,10000.00,192.2,0.9,192.2372,59.9687,132.2685,132.3,true
20000,20000.00,185.7,1.3,371.4312,120.7033,250.7279,125.4,true
40000,40000.00,269.3,1.9,1077.3568,243.6095,833.7473,208.4,true
80000,80000.00,97.2,2.7,777.2972,493.4863,283.8109,35.5,false
5000,5000.00,299.5,0.7,149.7570,29.8554,119.9016,239.8,true
10000,10000.00,182.4,0.9,182.4319,59.9687,122.4632,122.5,true
20000,20000.00,127.6,1.3,255.1894,120.7033,134.4861,67.2,false
40000,40000.00,95.2,1.9,380.7995,243.6095,137.1900,34.3,false
80000,80000.00,256.8,2.7,2054.2503,493.4863,1560.7641,195.1,true
5000,5000.00,57.1,0.7,28.5522,29.8554,-1.3032,-2.6,false
10000,10000.00,90.6,0.9,90.5969,59.9687,30.6282,30.6,false
20000,20000.00,321.2,1.3,642.3906,120.7033,521.6874,260.8,true
40000,40000.00,378.0,1.9,1512.0344,243.6095,1268.4249,317.1,true
80000,80000.00,321.7,2.7,2573.7697,493.4863,2080.2835,260.0,true
5000,5000.00,110.8,0.7,55.3920,29.8554,25.5366,51.1,false
10000,10000.00,169.2,0.9,169.2284,59.9687,109.2597,109.3,true
20000,20000.00,233.4,1.3,466.7555,120.7033,346.0522,173.0,true
40000,40000.00,209.8,1.9,839.1706,243.6095,595.5611,148.9,true
80000,80000.00,105.0,2.7,839.6540,493.4863,346.1678,43.3,false
5000,5000.00,179.1,0.7,89.5565,29.8554,59.7011,119.4,true
10000,10000.00,125.4,0.9,125.4055,59.9687,65.4368,65.4,false
20000,20000.00,161.4,1.3,322.8716,120.7033,202.1683,101.1,true
40000,40000.00,263.3,1.9,1053.0816,243.6095,809.4721,202.4,true
80000,80000.00,231.9,2.7,1854.9721,493.4863,1361.4858,170.2,true
5000,5000.00,297.7,0.7,148.8260,29.8554,118.9706,237.9,true
10000,10000.00,291.6,0.9,291.6041,59.9687,231.6354,231.6,true
20000,20000.00,257.0,1.3,514.0543,120.7033,393.3510,196.7,true
40000,40000.00,293.0,1.9,1171.8906,243.6095,928.2811,232.1,true
80000,80000.00,132.5,2.7,1060.0833,493.4863,566.5971,70.8,false
5000,5000.00,121.1,0.7,60.5599,29.8554,30.7045,61.4,false
10000,10000.00,161.4,0.9,161.4489,59.9687,101.4802,101.5,true
20000,20000.00,54.5,1.3,109.0960,120.7033,-11.6073,-5.8,false
40000,40000.00,213.0,1.9,851.9031,243.6095,608.2936,152.1,true
80000,80000.00,321.2,2.7,2569.6707,493.4863,2076.1844,259.5,true
5000,5000.00,294.8,0.7,147.3908,29.8554,117.5354,235.1,true
10000,10000.00,268.8,0.9,268.7767,59.9687,208.8080,208.8,true
20000,20000.00,133.3,1.3,266.5493,120.7033,145.8460,72.9,false
40000,40000.00,282.7,1.9,1130.9314,243.6095,887.3219,221.8,true
80000,80000.00,243.6,2.7,1949.1422,493.4863,1455.6560,182.0,true
5000,5000.00,207.0,0.7,103.4770,29.8554,73.6215,147.2,true
10000,10000.00,292.2,0.9,292.1556,59.9687,232.1869,232.2,true
20000,20000.00,226.8,1.3,453.6678,120.7033,332.9645,166.5,true
40000,40000.00,206.1,1.9,824.2301,243.6095,580.6206,145.2,true
80000,80000.00,253.9,2.7,2031.2048,493.4863,1537.7185,192.2,true
5000,5000.00,251.8,0.7,125.8811,29.8554,96.0257,192.1,true
10000,10000.00,139.3,0.9,139.3092,59.9687,79.3406,79.3,true
20000,20000.00,184.1,1.3,368.2304,120.7033,247.5271,123.8,true
40000,40000.00,203.6,1.9,814.4742,243.6095,570.8647,142.7,true
80000,80000.00,202.0,2.7,1615.8706,493.4863,1122.3844,140.3,true
5000,5000.00,215.9,0.7,107.9620,29.8554,78.1066,156.2,true
10000,10000.00,233.7,0.9,233.7110,59.9687,173.7424,173.7,true
20000,20000.00,375.6,1.3,751.2026,120.7033,630.4993,315.2,true
40000,40000.00,104.6,1.9,418.5106,243.6095,174.9011,43.7,false
80000,80000.00,202.9,2.7,1623.5112,493.4863,1130.0249,141.3,true
5000,5000.00,175.6,0.7,87.8165,29.8554,57.9611,115.9,true
10000,10000.00,190.9,0.9,190.8500,59.9687,130.8814,130.9,true
20000,20000.00,93.7,1.3,187.4582,120.7033,66.7550,33.4,false
40000,40000.00,312.1,1.9,1248.4536,243.6095,1004.8442,251.2,true
80000,80000.00,144.7,2.7,1157.3834,493.4863,663.8971,83.0,true
5000,5000.00,379.3,0.7,189.6275,29.8554,159.7721,319.5,true
10000,10000.00,102.5,0.9,102.5304,59.9687,42.5617,42.6,false
20000,20000.00,326.2,1.3,652.4355,120.7033,531.7322,265.9,true
40000,40000.00,208.6,1.9,834.2220,243.6095,590.6125,147.7,true
80000,80000.00,121.8,2.7,974.0482,493.4863,480.5619,60.1,false
5000,5000.00,160.5,0.7,80.2286,29.8554,50.3732,100.7,true
10000,10000.00,298.5,0.9,298.4931,59.9687,238.5244,238.5,true
20000,20000.00,171.6,1.3,343.2584,120.7033,222.5551,111.3,true
40000,40000.00,161.2,1.9,644.8381,243.6095,401.2286,100.3,true
80000,80000.00,90.0,2.7,719.9039,493.4863,226.4176,28.3,false
5000,5000.00,172.2,0.7,86.1073,29.8554,56.2519,112.5,true
10000,10000.00,58.5,0.9,58.4730,59.9687,-1.4957,-1.5,false
20000,20000.00,304.3,1.3,608.5014,120.7033,487.7981,243.9,true
40000,40000.00,65.5,1.9,262.0574,243.6095,18.4480,4.6,false
80000,80000.00,315.5,2.7,2524.3808,493.4863,2030.8946,253.9,true
5000,5000.00,178.6,0.7,89.2864,29.8554,59.4310,118.9,true
10000,10000.00,157.6,0.9,157.6193,59.9687,97.6506,97.7,true
20000,20000.00,239.6,1.3,479.1635,120.7033,358.4602,179.2,true
40000,40000.00,199.4,1.9,797.6885,243.6095,554.0790,138.5,true
80000,80000.00,57.2,2.7,457.9099,493.4863,-35.5763,-4.4,false
5000,5000.00,194.9,0.7,97.4292,29.8554,67.5738,135.1,true
10000,10000.00,130.0,0.9,129.9737,59.9687,70.0050,70.0,false
20000,20000.00,15.5,1.3,30.9546,120.7033,-89.7486,-44.9,false
40000,40000.00,160.1,1.9,640.4844,243.6095,396.8749,99.2,true
80000,80000.00,246.0,2.7,1968.2533,493.4863,1474.7670,184.3,true
5000,5000.00,216.6,0.7,108.2871,29.8554,78.4317,156.9,true
10000,10000.00,160.1,0.9,160.0656,59.9687,100.0969,100.1,true
20000,20000.00,234.4,1.3,468.7046,120.7033,348.0013,174.0,true
40000,40000.00,318.9,1.9,1275.4728,243.6095,1031.8633,258.0,true
80000,80000.00,104.7,2.7,837.6034,493.4863,344.1171,43.0,false
5000,5000.00,113.6,0.7,56.8234,29.8554,26.9680,53.9,false
10000,10000.00,251.5,0.9,251.4547,59.9687,191.4860,191.5,true
20000,20000.00,68.0,1.3,135.9952,120.7033,15.2920,7.6,false
40000,40000.00,169.7,1.9,678.7840,243.6095,435.1745,108.8,true
80000,80000.00,242.3,2.7,1938.0900,493.4863,1444.6037,180.6,true
5000,5000.00,115.1,0.7,57.5409,29.8554,27.6855,55.4,false
10000,10000.00,147.1,0.9,147.1325,59.9687,87.1638,87.2,true
20000,20000.00,363.2,1.3,726.3967,120.7033,605.6935,302.8,true
40000,40000.00,108.2,1.9,432.6001,243.6095,188.9906,47.2,false
80000,80000.00,312.4,2.7,2499.5058,493.4863,2006.0196,250.8,true
5000,5000.00,252.3,0.7,126.1589,29.8554,96.3035,192.6,true
10000,10000.00,207.8,0.9,207.8015,59.9687,147.8328,147.8,true
20000,20000.00,307.9,1.3,615.7067,120.7033,495.0034,247.5,true
40000,40000.00,38.6,1.9,154.2715,243.6095,-89.3380,-22.3,false
80000,80000.00,100.3,2.7,802.1038,493.4863,308.6176,38.6,false
5000,5000.00,350.4,0.7,175.2239,29.8554,145.3685,290.7,true
10000,10000.00,133.5,0.9,133.5302,59.9687,73.5615,73.6,false
20000,20000.00,290.9,1.3,581.7641,120.7033,461.0609,230.5,true
40000,40000.00,69.4,1.9,277.5904,243.6095,33.9809,8.5,false
80000,80000.00,102.8,2.7,822.3670,493.4863,328.8808,41.1,false
5000,5000.00,210.0,0.7,104.9906,29.8554,75.1352,150.3,true
10000,10000.00,282.5,0.9,282.5060,59.9687,222.5373,222.5,true
20000,20000.00,205.0,1.3,410.0146,120.7033,289.3113,144.7,true
40000,40000.00,43.6,1.9,174.5825,243.6095,-69.0270,-17.3,false
80000,80000.00,128.5,2.7,1028.1041,493.4863,534.6178,66.8,false
5000,5000.00,129.1,0.7,64.5346,29.8554,34.6792,69.4,false
10000,10000.00,352.8,0.9,352.8336,59.9687,292.8650,292.9,true
20000,20000.00,237.1,1.3,474.1670,120.7033,353.4637,176.7,true
40000,40000.00,281.4,1.9,1125.5132,243.6095,881.9037,220.5,true
80000,80000.00,229.4,2.7,1834.9862,493.4863,1341.4999,167.7,true
5000,5000.00,216.0,0.7,107.9950,29.8554,78.1396,156.3,true
10000,10000.00,220.8,0.9,220.8231,59.9687,160.8544,160.9,true
20000,20000.00,200.0,1.3,400.0684,120.7033,279.3651,139.7,true
40000,40000.00,114.2,1.9,456.6975,243.6095,213.0880,53.3,false
80000,80000.00,318.9,2.7,2551.3899,493.4863,2057.9036,257.2,true
5000,5000.00,180.0,0.7,90.0130,29.8554,60.1576,120.3,true
10000,10000.00,387.7,0.9,387.6663,59.9687,327.6976,327.7,true
20000,20000.00,302.5,1.3,604.9918,120.7033,484.2885,242.1,true
40000,40000.00,199.7,1.9,798.8621,243.6095,555.2526,138.8,true
80000,80000.00,192.9,2.7,1543.3028,493.4863,1049.8166,131.2,true
5000,5000.00,185.7,0.7,92.8458,29.8554,62.9904,126.0,true
10000,10000.00,253.6,0.9,253.5571,59.9687,193.5884,193.6,true
20000,20000.00,236.4,1.3,472.8816,120.7033,352.1783,176.1,true
40000,40000.00,335.3,1.9,1341.2135,243.6095,1097.6040,274.4,true
80000,80000.00,188.6,2.7,1508.8858,493.4863,1015.3995,126.9,true
5000,5000.00,282.5,0.7,141.2314,29.8554,111.3760,222.8,true
10000,10000.00,184.0,0.9,183.9558,59.9687,123.9871,124.0,true
20000,20000.00,63.2,1.3,126.3589,120.7033,5.6556,2.8,false
40000,40000.00,316.9,1.9,1267.7693,243.6095,1024.1598,256.0,true
80000,80000.00,36.5,2.7,291.7455,493.4863,-201.7408,-25.2,false
5000,5000.00,241.9,0.7,120.9590,29.8554,91.1036,182.2,true
10000,10000.00,196.3,0.9,196.3152,59.9687,136.3465,136.3,true
20000,20000.00,247.5,1.3,494.9396,120.7033,374.2363,187.1,true
40000,40000.00,174.5,1.9,698.0344,243.6095,454.4249,113.6,true
80000,80000.00,228.2,2.7,1825.4368,493.4863,1331.9506,166.5,true
5000,5000.00,141.4,0.7,70.7039,29.8554,40.8485,81.7,true
10000,10000.00,219.8,0.9,219.7727,59.9687,159.8040,159.8,true
20000,20000.00,292.5,1.3,585.0124,120.7033,464.3091,232.2,true
40000,40000.00,161.2,1.9,644.9265,243.6095,401.3170,100.3,true
80000,80000.00,227.9,2.7,1822.8898,493.4863,1329.4035,166.2,true
5000,5000.00,243.4,0.7,121.6798,29.8554,91.8244,183.6,true
10000,10000.00,160.0,0.9,159.9582,59.9687,99.9895,100.0,true
20000,20000.00,337.2,1.3,674.4175,120.7033,553.7142,276.9,true
40000,40000.00,163.8,1.9,655.2460,243.6095,411.6366,102.9,true
